pokopia_dex,category,pokopia_no,national_dex,name,species,form,serebii_name,type1,type2,area,habitats,habitat_areas,habitat_rarity,habitat_time,habitat_weather,nl_habitat_requirements,nl_time,nl_weather,specialties,ideal_habitat,favorites,underwater,classification,how_obtained,source_url
Basin #011,Basin,11,170,Chinchou,Chinchou,,Chinchou,Water,Electric,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Fluffy relaxation,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Fluffy Relaxation (Cushion Bed x1, Lighting (any) x1, Doll (any) x1)",All day,All weather,Generate,Humid,"Lots of water, Electronics, Wobbly stuff, Glass stuff, Shiny stuff, Dry flavors",Underwater capable,Angler Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Fluffy relaxation (Common),https://www.serebii.net/pokemonpokopia/pokedex/chinchou.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #012,Basin,12,171,Lanturn,Lanturn,,Lanturn,Water,Electric,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Nostalgia zone,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Nostalgia Zone (Antique Chest x1, Music Box x1, Photo Frame x1, Sea Moss x2, Wooden Crate x1, Lantern (lit) x1)",All day,All weather,"Generate, Water",Dark,"Lots of water, Electronics, Wobbly stuff, Glass stuff, Cleanliness, Spicy flavors",Underwater capable,Light Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Nostalgia zone (Rare),https://www.serebii.net/pokemonpokopia/pokedex/lanturn.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #013,Basin,13,222,Corsola,Corsola,,Corsola,Water,Rock,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass and coral | Coral congregation,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Basin Tall Grass & Coral (Seabed Tall Grass x4, Small Coral x1, Tall Coral x1) | Coral Congregation (Colorful Corals x1, Tall Coral x1, Small Coral x1)",All day,All weather,Grow,Warm,"Lots of water, Stone stuff, Lots of nature, Glass stuff, Cleanliness, Sweet flavors",Underwater capable,Coral Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass and coral (Common); Coral congregation (Rare),https://www.serebii.net/pokemonpokopia/pokedex/corsola.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #014,Basin,14,258,Mudkip,Mudkip,,Mudkip,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass | Fluffy relaxation,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Basin Tall Grass (Seabed Tall Grass x4) | Fluffy Relaxation (Cushion Bed x1, Lighting (any) x1, Doll (any) x1)",All day,All weather,Water,Bright,"Lots of water, Lots of dirt, Soft stuff, Play spaces, Stone stuff, Dry flavors",Underwater capable,Mud Fish Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Common); Fluffy relaxation (Common),https://www.serebii.net/pokemonpokopia/pokedex/mudkip.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #015,Basin,15,259,Marshtomp,Marshtomp,,Marshtomp,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Creepy chimney rocks | Muddy playtime,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Muddy Playtime (Windup Inkay x1, Towel Rack x1, Floating Logs x1, Muddy Water x2) | Creepy Chimney Rocks (Chimney Rocks x1, Sea Moss x4, Barrel x1, Lantern (lit) x1)",All day,All weather,"Water, Build",Bright,"Lots of water, Lots of dirt, Soft stuff, Construction, Watching stuff, Dry flavors",Underwater capable,Mud Fish Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Creepy chimney rocks (Rare); Muddy playtime (Common),https://www.serebii.net/pokemonpokopia/pokedex/marshtomp.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #016,Basin,16,260,Swampert,Swampert,,Swampert,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass and coral | Muddy spa,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Very Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Muddy Spa (Seat (wide) x1, Gyarados Fountain x1, Bathtime Set x1, Muddy Water x2) | Basin Tall Grass & Coral (Seabed Tall Grass x4, Small Coral x1, Tall Coral x1)",All day,All weather,"Build, Bulldoze",Bright,"Lots of water, Lots of dirt, Soft stuff, Construction, Exercise, Dry flavors",Underwater capable,Mud Fish Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass and coral (Very Rare); Muddy spa (Rare),https://www.serebii.net/pokemonpokopia/pokedex/swampert.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #017,Basin,17,318,Carvanha,Carvanha,,Carvanha,Water,Dark,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Seaweed and netting,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Seaweed & Netting (Netting x4, Lush Seaweed x2)",All day,All weather,Chop,Warm,"Lots of water, Sharp stuff, Exercise, Ocean vibes, Group activities, Spicy flavors",Underwater capable,Savage Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Seaweed and netting (Common),https://www.serebii.net/pokemonpokopia/pokedex/carvanha.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #018,Basin,18,319,Sharpedo,Sharpedo,,Sharpedo,Water,Dark,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Chimney rocks dig site,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Chimney Rocks Dig Site (Chimney Rocks x1, Wheelbarrow x1, Excavation Tools x1, Traffic Cone x1)",All day,All weather,"Crush, Scrub",Humid,"Lots of water, Sharp stuff, Exercise, Ocean vibes, Symbols, Spicy flavors",Underwater capable,Brutal Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Chimney rocks dig site (Common),https://www.serebii.net/pokemonpokopia/pokedex/sharpedo.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #019,Basin,19,339,Barboach,Barboach,,Barboach,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Sandy speech | Ocean rest spot | Muddy playtime,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain | Sun/Cloud/Rain,"Ocean Rest Spot (Small Coral x1, Seashell Seat x1, Lampion x1) | Sandy Speech (Sandpile x1, Table (any) x1, Tabletop Mic x1) | Muddy Playtime (Windup Inkay x1, Towel Rack x1, Floating Logs x1, Muddy Water x2)",All day,All weather,Search,Humid,"Lots of water, Lots of dirt, Watching stuff, Soft stuff, Slender objects, Bitter flavors",Underwater capable,Whiskers Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy speech (Common); Ocean rest spot (Common); Muddy playtime (Common),https://www.serebii.net/pokemonpokopia/pokedex/barboach.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #020,Basin,20,340,Whiscash,Whiscash,,Whiscash,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Gorgeous Sleeping Area,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Gorgeous Sleeping Area (Ornate Partition x1, Ornate Bed x1, Ornate Stand x1)",All day,All weather,"Search, Bulldoze",Humid,"Lots of water, Lots of dirt, Watching stuff, Soft stuff, Wobbly stuff, Dry flavors",Underwater capable,Whiskers Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Gorgeous Sleeping Area (Rare),https://www.serebii.net/pokemonpokopia/pokedex/whiscash.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #021,Basin,21,341,Corphish,Corphish,,Corphish,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Sandy basin tall grass | Sandy digging spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Sandy Basin Tall Grass (Sandpile x1, Seabed Tall Grass x4) | Sandy Digging Spot (Sandpile x1, Sand Toys x1)",All day,All weather,Build,Humid,"Lots of water, Construction, Exercise, Lots of nature, Play spaces, Bitter flavors",Underwater capable,Ruffian Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy basin tall grass (Common); Sandy digging spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/corphish.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #022,Basin,22,342,Crawdaunt,Crawdaunt,,Crawdaunt,Water,Dark,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Sandy digging spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Sandy Digging Spot (Sandpile x1, Sand Toys x1)",All day,All weather,"Build, Crush",Humid,"Lots of water, Construction, Exercise, Healing, Luxury, Spicy flavors",Underwater capable,Rogue Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy digging spot (Rare),https://www.serebii.net/pokemonpokopia/pokedex/crawdaunt.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #023,Basin,23,370,Luvdisc,Luvdisc,,Luvdisc,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Swaying flower bed and coral | Treasure chest and sparkling jewels | Fluffy relaxation,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain | Sun/Cloud/Rain,"Treasure Chest & Sparkling Jewels (Big Treasure Chest x1, Sparkling Jewelry x1, Lantern (lit) x1) | Swaying Flower Bed & Coral (Colorful Corals x1, Seabed Flowers x4) | Fluffy Relaxation (Cushion Bed x1, Lighting (any) x1, Doll (any) x1)",All day,All weather,Hype,Warm,"Lots of water, Cute stuff, Healing, Group activities, Play spaces, Sweet Flavors",Underwater capable,Rendezvous Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and coral (Common); Treasure chest and sparkling jewels (Common); Fluffy relaxation (Common),https://www.serebii.net/pokemonpokopia/pokedex/luvdisc.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #024,Basin,24,418,Buizel,Buizel,,Buizel,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass | Smoothie-making spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Smoothie-Making Spot (Blender x1, Plated Food x1, Table (any) x1) | Basin Tall Grass (Seabed Tall Grass x4)",All day,All weather,"Chop, Trade",Bright,"Lots of water, Soft stuff, Spinning stuff, Play spaces, Group activities, Dry flavors",Underwater capable,Sea Weasel Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Rare); Smoothie-making spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/buizel.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #025,Basin,25,419,Floatzel,Floatzel,,Floatzel,Water,,Cloud Island; Bubbly Basin,Marine shop,"Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Marine Shop (Cash Register (lit) x1, Table (any) x2, Water x1)",All day,All weather,"Trade, Build",Bright,"Lots of water, Soft stuff, Spinning stuff, Healing, Cleanliness, Spicy flavors",Underwater capable,Sea Weasel Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Marine shop (Common),https://www.serebii.net/pokemonpokopia/pokedex/floatzel.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #026,Basin,26,456,Finneon,Finneon,,Finneon,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Swaying flower bed | Marine mossy rest spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,Marine Mossy Rest Spot (Sea Moss x4) | Swaying Flower Bed (Seabed Flowers x4),All day,All weather,Hype,Bright,"Lots of water, Colorful stuff, Shiny stuff, Glass stuff, Fabric, Sour Flavors",Underwater capable,Wing Fish Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed (Rare); Marine mossy rest spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/finneon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #027,Basin,27,457,Lumineon,Lumineon,,Lumineon,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Swaying flower bed and seaweed | Marine mossy rest spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Swaying Flower Bed & Seaweed (Chinmey Rocks x1, Seabed Flowers x4, Lush Seaweed x2) | Marine Mossy Rest Spot (Sea Moss x4)",All day,All weather,"Hype, Water",Dark,"Lots of water, Colorful stuff, Shiny stuff, Glass stuff, Group activities, Dry flavors",Underwater capable,Neon Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and seaweed (Rare); Marine mossy rest spot (Rare),https://www.serebii.net/pokemonpokopia/pokedex/lumineon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #028,Basin,28,592,Frillish (Male),Frillish,Male,Frillish Male Form,Water,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Playing sailor | Ocean treasures,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Ocean Treasures (Marine Chest x1, Bottled Ship x1, Sparkling Jewelry x1) | Playing Sailor (Big Treasure Chest x1, Ship's Wheel x1, Wooden Crate x1, Bottled Ship x1)",All day,All weather,"Search, Burn",Dark,"Lots of water, Spooky stuff, Ocean vibes, Watching stuff, Fabric, Sweet Flavors",Underwater capable,Floating Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Playing sailor (Common); Ocean treasures (Common),https://www.serebii.net/pokemonpokopia/pokedex/frillishmaleform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #029,Basin,29,593,Jellicent (Male),Jellicent,Male,Jellicent Male Form,Water,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Marine teatime,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Maritime Teatime (Chic Table x1, Chic Chair x2, Push Cart x1, Tea Set (any) x1, Bottle Ship x1)",All day,All weather,"Search, Burn",Dark,"Lots of water, Spooky stuff, Ocean vibes, Rides, Luxury, Sour Flavors",Underwater capable,Floating Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Marine teatime (Rare),https://www.serebii.net/pokemonpokopia/pokedex/jellicentmaleform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
